詞目id,義項id,例句順序,漢字,羅馬字,華語,音檔檔名
27080,21701,1,你毋通叫是彼个少年家「倒吊無墨水」呢，人伊讀冊誠綿爛，學問飽滇閣袂臭屁。,"Lí m̄-thang kiò-sī hit ê siàu-liân-ke “tò-tiàu bô ba̍k-tsuí”--neh, lâng i tha̍k-tsheh tsiânn mî-nuā, ha̍k-būn pá-tīnn koh bē tshàu-phuì.",你別以為那個年輕人「胸無點墨」喔，他讀書很認真，學問很豐富又不喜歡吹噓。,27080-1-1
27081,21702,1,𪜶兩个定定咧冤家，啥人知序細因為定定見面，互相意愛，去登記結婚，煞「冤家變親家」。,"In nn̄g ê tiānn-tiānn teh uan-ke, siánn-lâng tsai sī-sè in-uī tiānn-tiānn kìnn-bīn, hōo-siong ì-ài, khì ting-kì kiat-hun, suah “uan-ke piàn tshin-ke”.",他們兩個人時常吵架，誰知雙方後輩卻因為時常見面，互相愛慕，而登記結婚，反而「仇人變親家」。,27081-1-1
27081,22200,1,這兩个頭家本成為著搶生理來起呸面，想袂到這馬煞「冤家變親家」，合股做生理。,"Tsit nn̄g ê thâu-ke pún-tsiânn uī-tio̍h tshiúnn sing-lí lâi khí-phuì-bīn, siūnn-bē-kàu tsit-má suah “uan-ke piàn tshin-ke”, ha̍p-kóo tsò-sing-lí.",這兩個老闆原本為了搶生意而翻臉，沒想到現在卻「化敵為友」，合夥做生意。,27081-2-1
27082,21703,1,咱做人愛有「家己栽一欉，較贏看別人」的志氣，萬事靠家己，骨力拍拚，才有成功的一工。,"Lán tsò-lâng ài ū “ka-kī tsai tsi̍t tsâng, khah iânn khuànn pa̍t-lâng” ê tsì-khì, bān-sū khò ka-kī, kut-la̍t phah-piànn, tsiah ū sîng-kong ê tsi̍t kang.",我們做人要有「自食其力」的志氣，凡事都要靠自己，努力打拼，這樣才有成功的一天。,27082-1-1
27083,21704,1,家己的囝無教示，不時卸世卸眾，閣敢罵厝邊的囡仔歹家教，免講嘛予人剾洗，人講「家己捧屎抹面」就是這款。,"Ka-kī ê kiánn bô kà-sī, put-sî sià-sì-sià-tsìng, koh kánn mē tshù-pinn ê gín-á pháinn ka-kàu, bián-kóng mā hōo lâng khau-sé, lâng kóng “ka-kī phóng-sái buah-bīn” tō sī tsit khuán.",自己的孩子沒教好，老是丟人現眼，還敢罵鄰居的孩子沒家教，當然會被人挖苦諷刺，人家說「自取其辱」就是這樣。,27083-1-1
27083,21704,2,咱做人毋通傷膨風，做袂到的代誌千萬毋通講大聲話，若無，是會「家己捧屎抹面」。,"Lán tsò-lâng m̄-thang siunn phòng-hong, tsò bē kàu ê tāi-tsì tshian-bān m̄-thang kóng tuā-siann-uē, nā-bô, sī ē “ka-kī phóng-sái buah-bīn”.",我們做人不要太會吹噓，做不到的事情千萬不要說大話，要不然，可是會「自取其辱」。,27083-1-2
27084,21705,1,俗語講：「家和萬事興，家亂萬世窮。」因為家庭是每一个人閃風覕雨的所在，家庭和諧氣氛好，人就會快活，做事業毋才會順序。,"Sio̍k-gí kóng, “Ka hô bān-sū hing, ka luān bān-sè kîng.” In-uī ka-tîng sī muí tsi̍t ê lâng siám-hong bih-hōo ê sóo-tsāi, ka-tîng hô-hâi khì-hun hó, lâng tō ē khuìnn-ua̍h, tsò sū-gia̍p m̄-tsiah ē sūn-sī.",俗話說：「家和萬事興，家亂萬世窮。」因為家庭是每一個人的避風港，家庭和諧氣氛好，人便會輕鬆愉快，開創事業才會順利。,27084-1-1
27084,21705,2,恁毋通閣冤矣啦，人講「家和萬事興，家亂萬世窮」，一家伙仔若是像恁按呢冤家量債，這个家庭早慢會落衰。,"Lín m̄-thang koh uan--ah--lah, lâng kóng “ka hô bān-sū hing, ka luān bān-sè kîng”, tsi̍t-ke-hué-á nā-sī tshiūnn lín án-ne uan-ke-niû-tsè, tsit ê ka-tîng tsá-bān ē lo̍h-sue.",你們不要再吵了啦，人家說「家和萬事興，家亂萬世窮」，一家人如果像你們這樣爭吵不休，這個家庭遲早會倒楣的。,27084-1-2
27085,21706,1,俗語講：「時到時擔當，無米才煮番薯湯。」這馬煩惱起來囥嘛無較縒，時到便看，才來決定欲按怎做。,"Sio̍k-gí kóng, “Sî kàu sî tam-tng, bô bí tsiah tsú han-tsî-thng.” Tsit-má huân-ló khí-lâi khǹg mā bô-khah-tsua̍h, sî kàu piān-khuànn, tsiah lâi kuat-tīng beh án-tsuánn tsò.",俗語說：「遇事要隨機應變。」現在先煩惱也沒有用，到時見機行事，再決定怎麼做。,27085-1-1
27086,21707,1,偏僻地區的學校學生少，教職員嘛少，學校內面一个人著兼幾若个工課，就會像人所講的「校長兼摃鐘」。,"Phian-phiah tē-khu ê ha̍k-hāu ha̍k-sing tsió, kàu-tsit-uân mā tsió, ha̍k-hāu lāi-bīn tsi̍t ê lâng tio̍h kiam kuí-nā ê khang-khuè, tō ē tshiūnn lâng sóo kóng--ê “hāu-tiúnn kiam kòng tsing”.",偏僻地區的學校學生少，教職員也少，學校裡一個人要兼好幾項工作，就會像人們所說的「校長兼撞鐘」。,27086-1-1
27086,21707,2,店面拄開張無偌久，生理好甲，店長嘛「校長兼摃鐘」，佮遐的辛勞仝款，無閒咧應付開幕這段期間的人客。,"Tiàm-bīn tú khai-tiong bô-guā-kú, sing-lí hó kah, tiàm-tiúnn mā “hāu-tiúnn kiam kòng tsing”, kah hia-ê sin-lô kāng-khuán, bô-îng teh ìng-hù khui-bōo tsit tuānn kî-kan ê lâng-kheh.",店面剛開張不久，生意好得不得了，店長也「身兼數職」，跟那些員工一樣，忙著應付開幕這段期間的客人。,27086-1-2
27087,21708,1,彼間公司的頭家倩阿勇做辛勞，毋但攢三頓予伊食，月俸嘛有照起工發，阿勇煞四界共人講這間公司誠凍霜，正港是「桌頂食飯，桌跤放屎」。,"Hit king kong-si ê thâu-ke tshiànn A-ióng tsò sin-lô, m̄-nā tshuân sann tǹg hōo i tsia̍h, gue̍h-hōng mā ū tsiàu-khí-kang huat, A-ióng suah sì-kè kā lâng kóng tsit king kong-si tsiânn tàng-sng, tsiànn-káng sī “toh-tíng tsia̍h-pn̄g, toh-kha pàng-sái”.",那間公司的老闆聘用阿勇為職員，不僅準備三餐給他們吃，月薪也按規矩發，阿勇卻四處跟別人說這間公司很吝嗇，真的是「受人恩惠而不知報答」。,27087-1-1
27088,21709,1,拄著無講情理的人，咱毋通受氣，參伊一直計較，「氣死驗無傷」，伊也免擔責任，咱何必家己討艱苦。,"Tú-tio̍h bô kóng tsîng-lí ê lâng, lán m̄-thang siū-khì, tsham i it-ti̍t kè-kàu, “khì-sí giām bô siong”, i iā bián tann tsik-jīm, lán hô-pit ka-kī thó kan-khóo.",遇到不講理的人，我們不要生氣，與他計較，因為「氣死了也驗不出傷痕」，他也不用擔負責任，我們何必自討苦吃。,27088-1-1
27089,21710,1,天地萬物攏通做咱人的老師，親像「烏仔魚搢水」就啟示咱愛向困難挑戰。,"Thinn-tē bān-bu̍t lóng thang tsò lán-lâng ê lāu-su, tshin-tshiūnn “oo-á-hî tsìnn tsuí” tō khé-sī lán ài hiòng khùn-lân thiáu-tsiàn.",天地萬物都可以成為人類之師，就像「烏魚逆水而游」啟示著我們要向困難挑戰。,27089-1-1
27090,21711,1,伊雖然穿插若庄跤倯咧，毋過泅水、拍球、唱歌、演奏樂器逐項會，真正是「烏矸仔貯豆油」，予人看袂出。,"I sui-jiân tshīng-tshah ná tsng-kha-sông--leh, m̄-koh siû-tsuí, phah-kiû, tshiùnn-kua, ián-tsàu ga̍k-khì ta̍k hāng ē, tsin-tsiànn sī “oo kan-á té tāu-iû”, hōo lâng khuànn bē tshut.",他雖然衣著打扮像鄉巴佬，不過游泳、打球、唱歌、演奏樂器樣樣會，真是「黑色罐子裝上醬油」，讓人看不出來。,27090-1-1
27090,21711,2,一个查某人參加歌唱比賽，主持人看伊大箍閣濟歲，就看伊無點，啥人知影伊「烏矸仔貯豆油」，歌聲袂輸聲樂家，佇網路世界大轟動。,"Tsi̍t ê tsa-bóo-lâng tsham-ka kua-tshiùnn pí-sài, tsú-tshî-jîn khuànn i tuā-khoo koh tsē-huè, tō khuànn i bô tiám, siánn-lâng tsai-iánn i “oo kan-á té tāu-iû”, kua-siann bē-su siann-ga̍k-ka, tī bāng-lōo sè-kài tuā hong-tōng.",一個女人參加歌唱比賽，主持人看他肥胖年紀又大，就不看好他，誰知道「人不可貌相」，他的歌聲不輸給聲樂家，轟動了網路世界。,27090-1-2
27091,21712,1,鹽水的蜂仔炮全國有名，佇元宵暝，逐家攏放蜂仔炮敬神，毋過人講「神明興，弟子窮」，𪜶逐口灶逐年攏著開幾萬箍放蜂仔炮。,"Kiâm-tsuí ê phang-á-phàu tsuân-kok ū-miâ, tī Guân-siau-mê, ta̍k-ke lóng pàng-phang-á-phàu kìng-sîn, m̄-koh lâng kóng “sîn-bîng hing, tē-tsú kîng”, in ta̍k kháu-tsàu ta̍k-nî lóng tio̍h khai kuí-bān khoo pàng-phang-á-phàu.",鹽水鎮的蜂炮全國有名，在元宵節這晚，每家都放蜂炮敬神，不過有句話說「敬神耗財」，他們每家每年都得花幾萬元放蜂炮。,27091-1-1
27091,21712,2,做人僫，做神嘛是僫，神明若無興就無香火、無牲醴，神明著枵腹肚；神明若興咧？「神明興，弟子窮」，煞換人枵腹肚。,"Tsò lâng oh, tsò sîn mā sī oh, sîn-bîng nā bô hing tō bô hiunn-hué, bô sing-lé, sîn-bîng tio̍h iau pak-tóo; sîn-bîng nā  hing--leh? “Sîn-bîng hing, tē-tsú kîng”, suah uānn lâng iau pak-tóo.",做人難，做神也難，神明若不靈驗就沒有香火，沒有祭拜的供品，神明就得餓肚子。神明若靈驗呢？「敬神耗財」，卻輪到人餓肚子。,27091-1-2
27092,21713,1,平素時伊就真𠢕膨風閣𠢕講白賊，看伊講甲喙角全泡，阮攏知影無一句是實在話，正港是「缺喙的食米粉──看現現」。,"Pîng-sòo-sî i tō tsin gâu phòng-hong koh gâu kóng-pe̍h-tsha̍t, khuànn i kóng kah tshuì-kak tsuân pho, guán lóng tsai-iánn bô tsi̍t kù sī si̍t-tsāi-uē, tsiànn-káng sī “khih-tshuì--ê tsia̍h bí-hún──khuànn-hiān-hiān”.",他平常就很會吹牛和說謊，看他說得頭頭是道，我們都知道沒有一句是真的，真的是「兔脣者吃米粉──被看得一清二楚」。,27092-1-1
27093,21714,1,阮查某囝欲嫁進前，我共伊開破講「翁仔某是相欠債」，愛互相尊重，婚姻才會久長。,"Guán tsa-bóo-kiánn beh kè tsìn-tsîng, guá kā i khui-phuà kóng “ang-á-bóo sī sio-khiàm-tsè”, ài hōo-siong tsun-tiōng, hun-in tsiah ē kú-tn̂g.",我女兒出嫁前，我開導他說「夫妻是前世因果」，要互相尊重，婚姻才能長久。,27093-1-1
27093,21714,2,阿美𪜶翁仔某常在咧冤家，阿美想欲離緣，逐家共伊苦勸講「翁仔某是相欠債」，愛較吞忍咧。,"A-bí in ang-á-bóo tshiâng-tsāi teh uan-ke, A-bí siūnn-beh lī-iân, ta̍k-ke kā i khóo-khǹg kóng “ang-á-bóo sī sio-khiàm-tsè”, ài khah thun-lún--leh.",小美他們夫妻常常在吵架，小美想要離婚，大家勸他說「夫妻是互相欠債」，要多忍耐點。,27093-1-2
27094,21715,1,少年夫妻毋免驚無家伙，人所說：「翁某若仝心，烏塗變成金」。翁仔姐相楗和齊拍拚定著會成功。,"Siàu-liân hu-tshe m̄-bián kiann bô ke-hué, lâng sóo sueh, “Ang-bóo nā kāng-sim, oo-thôo piàn-sîng kim”. Ang-á-tsiá sio-kīng hô-tsê phah-piànn tiānn-tio̍h ē sîng-kong.",年輕夫妻不必擔心沒有恆產，人們說：「夫妻若同心協力，困境也能創造財富」。夫妻相互扶持合作共同努力一定能成功。,27094-1-1
27095,21716,1,伊本底猶算有孝，娶某了後煞變某奴，予𪜶爸母足凊心，人咧講「翁親某親，老婆仔拋捙輪」，有影都著。,"I pún-té iáu sǹg iú-hàu, tshuā-bóo liáu-āu suah piàn bóo-lôo, hōo in pē-bú tsiok tshìn-sim, lâng teh kóng “ang tshin bóo tshin, lāu-pô-á pha-tshia-lin”, ū-iánn to tio̍h.",他本來還算孝順，結婚後卻成了個懼內者，讓他父母很寒心，俗話說「娶了媳婦忘了娘」，還真是說對了。,27095-1-1
27096,21717,1,雖罔是散食人，只要有志氣肯拍拚，將來嘛一定會有出脫。人講：「臭頭仔嘛會做皇帝，做總統你嘛有機會。」,"Sui-bóng sī sàn-tsia̍h-lâng, tsí-iàu ū tsì-khì khíng phah-piànn, tsiong-lâi mā it-tīng ē ū tshut-thuat. Lâng kóng, “Tshàu-thâu-á mā ē tsò hông-tè, tsò tsóng-thóng lí mā ū ki-huē.”",雖然是貧窮人家，只要有志氣肯努力，將來也一定會有出息。人家說：「癩痢頭者也能做皇帝，當總統你也有機會。」,27096-1-1
27097,21718,1,俗語講：「草地親家坐大位。」人客入來咱兜，無論伊的身份抑地位是啥，攏愛共好好仔招待。,"Sio̍k-gí kóng, “Tsháu-tē tshin-ke tsē tuā-uī.” Lâng-kheh ji̍p-lâi lán tau, bô-lūn i ê sin-hūn ia̍h tē-uī sī siannh, lóng ài kā hó-hó-á tsiau-thāi.",俗諺說：「草地親家坐大位。」客人進來我們家，不管他的身分或地位是什麼，都要好好招待他。,27097-1-1
27098,21719,1,頭一工做會計，就拄著公司年底算總數，真正親像俗語講的，「袂曉剃頭，拄著鬍鬚」。,"Thâu tsi̍t kang tsò kuè-kè, tō tú-tio̍h kong-si nî-té sǹg tsóng-siàu, tsin-tsiànn tshin-tshiūnn sio̍k-gí kóng--ê, “bē-hiáu thì-thâu, tú-tio̍h hôo-tshiu”.",第一天當會計，就遇到公司年底算總帳，真是像俗語說的，「不會理髮，遇到大鬍子」。,27098-1-1
27098,21719,2,伊頭一年教冊，就去教著全校上無乖的彼班，有影是「袂曉剃頭，拄著鬍鬚」。,"I thâu tsi̍t nî kà-tsheh, tō khì kà-tio̍h tsuân-hāu siōng bô kuai ê hit pan, ū-iánn sī “bē-hiáu thì-thâu, tú-tio̍h hôo-tshiu”.",他第一年教書，就去教到全校最不乖的那班，真的是「不會理髮，偏遇到絡腮鬍」。,27098-1-2
27099,21720,1,你有影真好命，「財子壽三字全」，予人有夠欣羨的啦！,"Lí ū-iánn tsin hó-miā, “tsâi-tsú-siū sann jī tsuân”, hōo lâng ū-kàu him-siān--ê--lah!",你真的很好命，「有錢、子女多、長壽健康，三樣俱足」，讓人十分羨慕！,27099-1-1
27100,21721,1,俗語講：「送伊魚，較輸教伊掠魚。」你若欲共伊鬥相共，就教伊一寡仔工夫較實在。,"Sio̍k-gí kóng, “Sàng i hî, khah-su kà i lia̍h hî.” Lí nā beh kā i tàu-sann-kāng, tō kà i tsi̍t-kuá-á kang-hu khah si̍t-tsāi.",俗話說：「給他魚吃，不如教他釣魚。」你若想要幫他，就教他一些本領比較實際。,27100-1-1
27101,21722,1,囡仔人若走甲傷生狂，共椅桌門窗挵甲乒乓叫，序大人就會罵囡仔若像「痟狗舂墓壙」，攏袂定著。,"Gín-á-lâng nā tsáu kah siunn tshenn-kông, kā í-toh mn̂g-thang lòng kah pìn-piàng-kiò, sī-tuā-lâng tō ē mē gín-á ná-tshiūnn “siáu-káu tsing bōng-khòng”, lóng bē tiānn-tio̍h.",小孩子如果跑得很慌張，把桌椅門窗撞得聲響過大，長輩就會罵小孩子像「瘋狗撞墓穴」一樣，無法安穩下來。,27101-1-1
27101,21722,2,伊䀐著有好空的穡頭通貿，曷無冗早鋪排，喝欲做就做，袂輸「痟狗舂墓壙」按呢，真正是譀甲死無人通比。,"I siam-tio̍h ū hó-khang ê sit-thâu thang bāu, a̍h bô liōng-tsá phoo-pâi, huah beh tsò tō tsò, bē-su “siáu-káu tsing bōng-khòng” án-ne, tsin-tsiànn sī hàm kah sí-bô-lâng thang pí.",他若偷瞄到有好的工作可承包，尚未事先規畫，喊著要做就做，好比「瘋狗撞墓穴」這樣，真是離譜到無與倫比。,27101-1-2
27102,21723,1,俗語講：「痟貪軁雞籠。」咱欲趁錢愛做正當頭路，毋通想講行歹路較好趁，煞來食免錢飯。,"Sio̍k-gí kóng, “Siáu-tham nǹg ke-lam.” Lán beh thàn-tsînn ài tsò tsìng-tong thâu-lōo, m̄-thang siūnn-kóng kiânn pháinn-lōo khah hó thàn, suah lâi tsia̍h bián-tsînn-pn̄g.",俗話說：「貪婪換牢飯。」我們要賺錢得做正當工作，別以為邪門歪道賺得多，卻換來牢獄之災。,27102-1-1
27102,21723,2,你毋通掠準共人詐騙好賺食，「痟貪軁雞籠」，早慢會予警察㨑去。,"Lí m̄-thang lia̍h-tsún kā lâng tsà-phiàn hó tsuán-tsia̍h, “siáu-tham nǹg ke-lam”, tsá-bān ē hōo kíng-tshat tsang--khì.",你別以為詐騙別人錢賺得快，「貪婪換牢飯」，早晚會被警察逮捕。,27102-1-2
27103,21724,1,里長伯仔誠熱心，見擺若欲替里民調解糾紛，伊攏會佇厝裡攢酒菜，叫雙方坐落來沓沓仔講。里長姆仔怨嘆講這真正是「做公親，貼本」，月俸都無夠納遮的開銷咧。,"Lí-tiúnn peh--á tsiânn jia̍t-sim, kiàn-pái nā beh thè lí-bîn tiâu-kái kiù-hun, i lóng ē tī tshù--lí tshuân tsiú-tshài, kiò siang-hong tsē lo̍h-lâi ta̍uh-ta̍uh-á kóng. Lí-tiúnn ḿ--á uàn-thàn kóng tse tsin-tsiànn sī “tsò kong-tshin, thiap pún”, gue̍h-hōng to bô-kàu la̍p tsia-ê khai-siau--leh.",里長伯很熱心，每次為了要替里民調解糾紛，他都會在家裡準備酒菜，叫雙方坐下來好好溝通。里長太太哀怨的說「這真的是賠了夫人又折兵」，里長的月薪根本不夠支付這些費用呢。,27103-1-1
27104,21725,1,伊食頭路年外，公司就倒去，老爸閣破病蹛院，面對遮爾濟變故，只好安慰家己「做牛著拖，做人著磨」，接受考驗，人生會有另外一種懸度。,"I tsia̍h-thâu-lōo nî-guā, kong-si tō tó--khì, lāu-pē koh phuà-pēnn tuà-īnn, bīn-tuì tsiah-nī tsē piàn-kòo, tsí-hó an-uì ka-kī “tsò gû tio̍h thua, tsò lâng tio̍h buâ”, tsiap-siū khó-giām, jîn-sing ē ū līng-guā tsi̍t tsióng kuân-tōo.",他工作一年多，公司就倒閉，父親又生病住院，面對這麼多變故，只好安慰自己「當牛就要拖犁，當人就要承受磨難」，接受考驗，人生會有另一種高度。,27104-1-1
27105,21726,1,有的人做官真清廉，過身了後，𪜶家屬的生活猶原困苦。莫怪人咧講：「做官若清廉，食飯著攪鹽。」,"Ū ê lâng tsò-kuann tsin tshing-liâm, kuè-sin liáu-āu, in ka-sio̍k ê sing-ua̍h iu-guân khùn-khóo. Bo̍k-kuài lâng teh kóng, “Tsò-kuann nā tshing-liâm, tsia̍h-pn̄g tio̍h kiáu iâm.”",有些人當官很清廉，過世之後，家屬的生活依然很困苦。難怪人家說：「當官若清廉，吃飯得拌鹽。」,27105-1-1
